149,0,74,74
141,0,70,70
141,0,66,69
134,0,65,66
136,0,66,67
141,0,66,69
136,0,68,68
140,0,66,68
139,0,65,68
134,0,65,66
135,0,65,66
136,0,67,67
138,0,69,69
142,0,70,70
134,0,66,66
138,0,66,68
135,0,65,66
137,0,66,67
137,0,66,67
135,0,64,66
135,0,64,66
134,0,65,66
133,0,64,65
132,0,65,65
134,0,65,66
131,0,64,65
139,0,69,69
133,0,64,65
137,0,64,67
137,0,65,67
139,0,70,69
144,0,69,71
136,0,68,68
136,0,67,67
135,0,67,67
141,0,66,69
142,0,74,72
135,0,65,66
148,0,75,74
133,0,66,66
137,0,66,67
136,0,67,67
146,0,68,71
144,0,66,70
138,0,66,68
141,0,71,70
149,0,78,75
131,0,64,65
136,0,68,68
137,0,67,68
134,0,63,65
131,0,64,65
134,0,67,67
137,0,67,68
132,0,63,65
141,0,67,69
142,0,65,69
134,0,66,66
142,0,70,70
138,0,70,69
138,0,66,68
137,0,65,67
137,0,66,67
138,0,66,68
137,0,68,68
144,0,72,72
138,0,65,67
140,0,65,68
143,0,71,71
146,0,72,72
152,0,69,73
143,0,65,69
140,0,64,68
138,0,67,68
160,0,84,81
165,0,84,83
134,0,67,67
134,0,64,66
140,0,66,68
134,0,65,66
141,0,67,69
150,0,80,76
154,0,80,78
155,0,78,77
143,0,75,72
146,0,75,73
140,0,70,70
140,0,67,69
136,0,65,67
138,0,68,68
139,0,67,68
134,0,66,66
136,0,66,67
138,0,67,68
138,0,65,67
141,0,68,69
137,0,66,67
136,0,68,68
134,0,64,66
136,0,65,67
134,0,65,66
137,0,66,67
145,0,73,72
142,0,67,69
139,0,71,70
146,0,71,72
144,0,70,71
145,0,76,73
131,0,64,65
140,0,66,68
141,0,66,69
133,0,64,65
138,0,64,67
148,0,73,73
150,0,75,75
135,0,67,67
150,0,75,75
145,0,70,71
150,0,75,75
132,0,63,65
133,0,65,66
135,0,68,67
144,0,75,73
148,0,75,74
135,0,66,67
141,0,66,69
141,0,67,69
142,0,67,69
144,0,67,70
134,0,64,66
137,0,65,67
136,0,65,67
136,0,65,67
141,0,66,69
136,0,66,67
138,0,66,68
141,0,67,69
141,0,65,68
139,0,63,67
135,0,67,67
139,0,68,69
137,0,64,67
134,0,65,66
134,0,63,65
132,0,62,64
135,0,64,66
134,0,68,67
135,0,67,67
137,0,67,68
134,0,65,66
134,0,63,65
140,0,68,69
132,0,63,65
136,0,65,67
138,0,67,68
142,0,67,69
137,0,66,67
140,0,66,68
139,0,66,68
141,0,72,71
140,0,69,69
141,0,68,69
140,0,69,69
141,0,68,69
135,0,65,66
139,0,65,68
141,0,65,68
140,0,63,67
142,0,64,68
134,0,64,66
140,0,66,68
141,0,64,68
131,0,64,65
134,0,64,66
136,0,66,67
133,0,64,65
135,0,64,66
137,0,64,67
140,0,64,68
134,0,66,66
140,0,66,68
141,0,66,69
134,0,65,66
138,0,65,67
135,0,64,66
137,0,69,68
135,0,66,67
141,0,69,70
141,0,65,68
135,0,65,66
138,0,66,68
143,0,66,69
135,0,66,67
137,0,65,67
140,0,68,69
139,0,65,68
138,0,68,68
139,0,66,68
138,0,67,68
141,0,71,70
148,0,72,73
149,0,67,72
141,0,73,71
143,0,73,72
135,0,64,66
134,0,66,66
141,0,71,70
140,0,68,69
140,0,68,69
135,0,64,66
140,0,67,69
138,0,67,68
134,0,65,66
135,0,65,66
139,0,65,68
135,0,64,66
136,0,65,67
136,0,64,66
137,0,66,67
134,0,65,66
136,0,65,67
134,0,65,66
134,0,65,66
137,0,67,68
137,0,65,67
137,0,64,67
134,0,65,66
135,0,66,67
134,0,65,66
138,0,67,68
145,0,68,71
135,0,65,66
138,0,65,67
134,0,65,66
134,0,63,65
135,0,65,66
135,0,67,67
136,0,66,67
135,0,65,66
135,0,65,66
140,0,65,68
136,0,65,67
135,0,64,66
132,0,63,65
140,0,69,69
137,0,68,68
136,0,67,67
139,0,68,69
137,0,64,67
143,0,66,69
142,0,65,69
138,0,70,69
146,0,71,72
144,0,69,71
139,0,70,69
135,0,67,67
139,0,67,68
141,0,68,69
137,0,68,68
140,0,67,69
139,0,67,68
137,0,65,67
138,0,65,67
138,0,66,68
136,0,69,68
140,0,68,69
134,0,65,66
133,0,65,66
134,0,65,66
135,0,65,66
137,0,67,68
139,0,63,67
138,0,66,68
138,0,66,68
137,0,65,67
136,0,67,67
135,0,65,66
136,0,66,67
133,0,65,66
135,0,65,66
139,0,68,69
142,0,65,69
142,0,65,69
142,0,65,69
140,0,69,69
141,0,67,69
139,0,68,69
138,0,67,68
139,0,66,68
137,0,67,68
138,0,67,68
138,0,67,68
140,0,66,68
147,0,67,71
141,0,66,69
146,0,66,70
144,0,64,69
146,0,66,70
143,0,65,69
135,0,66,67
136,0,66,67
135,0,63,66
137,0,65,67
152,0,80,77
143,0,67,70
146,0,71,72
146,0,67,71
148,0,74,74
147,0,72,73
134,0,64,66
133,0,64,65
135,0,64,66
138,0,68,68
147,0,74,73
139,0,68,69
143,0,73,72
147,0,73,73
147,0,72,73
148,0,72,73
143,0,69,70
139,0,70,69
145,0,70,71
136,0,65,67
149,0,75,74
137,0,66,67
134,0,65,66
135,0,66,67
137,0,67,68
139,0,68,69
141,0,70,70
143,0,74,72
143,0,73,72
144,0,74,72
135,0,67,67
131,0,63,64
137,0,66,67
138,0,66,68
138,0,64,67
135,0,67,67
133,0,65,66
134,0,64,66
139,0,65,68
139,0,64,67
138,0,66,68
130,0,63,64
141,0,73,71
142,0,71,71
151,0,71,74
152,0,74,75
132,0,64,65
136,0,65,67
134,0,64,66
142,0,65,69
148,0,78,75
143,0,73,72
139,0,68,69
132,0,64,65
138,0,68,68
138,0,68,68
138,0,66,68
139,0,66,68
153,0,70,74
142,0,71,71
133,0,64,65
138,0,68,68
134,0,64,66
139,0,67,68
136,0,64,66
133,0,65,66
140,0,69,69
137,0,68,68
134,0,64,66
140,0,69,69
136,0,68,68
133,0,66,66
141,0,69,70
141,0,67,69
141,0,67,69
141,0,66,69
137,0,63,66
140,0,66,68
141,0,70,70
140,0,66,68
157,0,78,78
136,0,68,68
140,0,70,70
146,0,76,74
150,0,76,75
145,0,75,73
144,0,69,71
148,0,73,73
163,0,66,76
165,0,68,77
173,0,104,92
173,0,100,91
146,0,73,73
133,0,66,66
136,0,63,66
141,0,66,69
141,0,69,70
137,0,67,68
141,0,72,71
143,0,72,71
137,0,66,67
