172,0,69,80
171,0,68,79
171,0,68,79
170,0,69,79
238,0,167,135
235,0,162,132
281,0,156,145
279,0,154,144
186,0,68,84
186,0,70,85
187,0,70,85
187,0,70,85
187,0,70,85
190,0,70,86
189,0,117,102
187,0,118,101
149,0,71,73
156,0,70,75
157,0,71,76
155,0,68,74
158,0,71,76
157,0,69,75
160,0,72,77
159,0,70,76
157,0,87,81
160,0,87,82
179,0,67,82
181,0,64,81
183,0,64,82
182,0,63,81
184,0,68,84
185,0,70,85
185,0,69,84
185,0,73,86
182,0,111,97
182,0,109,97
190,0,73,87
190,0,72,87
190,0,72,87
196,0,79,91
189,0,72,87
189,0,72,87
188,0,72,86
194,0,66,86
207,0,118,108
206,0,117,107
143,0,73,72
145,0,73,72
147,0,73,73
147,0,73,73
150,0,73,74
152,0,73,75
155,0,73,76
155,0,73,76
138,0,69,69
138,0,69,69
229,0,154,127
232,0,154,128
232,0,152,128
230,0,149,126
231,0,147,126
232,0,147,126
231,0,143,124
235,0,144,126
190,0,96,95
288,0,163,150
201,0,120,107
199,0,118,105
197,0,116,104
194,0,113,102
193,0,111,101
198,0,108,102
198,0,106,101
195,0,103,99
193,0,101,98
163,0,92,85
144,0,72,72
144,0,72,72
146,0,72,72
138,0,63,67
147,0,72,73
141,0,64,68
142,0,66,69
144,0,67,70
147,0,72,73
232,0,73,101
173,0,103,92
172,0,101,91
172,0,101,91
173,0,100,91
176,0,100,92
173,0,94,89
173,0,94,89
286,0,156,147
283,0,154,145
192,0,123,105
195,0,123,106
195,0,123,106
195,0,121,105
203,0,119,107
202,0,117,106
200,0,115,105
200,0,115,105
164,0,84,82
170,0,85,85
146,0,75,73
142,0,71,71
148,0,75,74
146,0,73,73
151,0,79,76
246,0,85,110
246,0,85,110
246,0,87,111
233,0,161,131
234,0,159,131
188,0,112,100
188,0,111,99
191,0,111,100
193,0,108,100
181,0,95,92
191,0,80,90
191,0,80,90
191,0,80,90
192,0,118,103
188,0,114,100
196,0,114,103
196,0,112,102
193,0,108,100
196,0,106,100
191,0,93,94
159,0,89,82
160,0,89,83
166,0,98,88
146,0,74,73
146,0,74,73
140,0,65,68
136,0,64,66
141,0,72,71
136,0,65,67
137,0,67,68
180,0,66,82
179,0,67,82
172,0,67,79
189,0,118,102
195,0,120,105
192,0,116,102
185,0,109,98
193,0,116,103
184,0,106,96
283,0,155,146
182,0,76,86
182,0,76,86
182,0,76,86
178,0,109,95
182,0,109,97
181,0,108,96
181,0,107,96
184,0,107,97
184,0,104,96
148,0,77,75
151,0,77,76
153,0,77,76
153,0,77,76
143,0,67,70
142,0,66,69
143,0,66,69
153,0,75,76
154,0,76,76
151,0,72,74
181,0,78,86
182,0,68,83
183,0,79,87
182,0,78,86
188,0,117,101
189,0,117,102
192,0,116,102
181,0,104,95
181,0,105,95
181,0,104,95
191,0,68,86
191,0,77,89
191,0,77,89
194,0,80,91
195,0,123,106
191,0,116,102
191,0,115,102
191,0,115,102
192,0,114,102
192,0,115,102
145,0,76,73
148,0,76,74
151,0,76,75
150,0,75,75
142,0,64,68
142,0,64,68
141,0,71,70
147,0,75,74
144,0,72,72
160,0,75,78
183,0,69,84
184,0,69,84
184,0,72,85
183,0,71,84
174,0,97,90
186,0,111,99
184,0,109,97
191,0,118,103
190,0,117,102
189,0,117,102
185,0,75,86
187,0,72,86
186,0,75,87
186,0,75,87
168,0,97,88
171,0,97,89
171,0,97,89
171,0,97,89
173,0,97,90
180,0,97,92
139,0,70,69
145,0,70,71
145,0,70,71
145,0,70,71
157,0,71,76
159,0,77,78
161,0,77,79
160,0,75,78
160,0,77,79
155,0,69,74
189,0,83,90
189,0,83,90
191,0,88,93
192,0,86,92
170,0,100,90
166,0,97,87
177,0,105,94
175,0,102,92
175,0,101,92
173,0,98,90
192,0,64,85
190,0,74,88
191,0,75,88
192,0,76,89
216,0,121,112
219,0,120,113
216,0,117,111
217,0,116,111
218,0,116,111
227,0,114,113
168,0,99,89
178,0,102,93
182,0,102,94
182,0,102,94
133,0,65,66
136,0,66,67
228,0,71,99
229,0,81,103
231,0,73,101
219,0,70,96
163,0,67,76
221,0,152,124
222,0,150,124
224,0,150,124
174,0,99,91
174,0,96,90
197,0,71,89
198,0,72,90
197,0,77,91
200,0,79,93
199,0,64,87
196,0,126,107
198,0,126,108
198,0,124,107
194,0,120,104
204,0,119,107
148,0,73,73
148,0,73,73
156,0,73,76
156,0,73,76
157,0,84,80
132,0,64,65
136,0,65,67
151,0,83,78
146,0,73,73
147,0,73,73
176,0,66,80
234,0,76,103
237,0,166,134
238,0,167,135
241,0,169,136
192,0,118,103
194,0,117,103
176,0,98,91
285,0,158,147
284,0,157,147
191,0,77,89
196,0,121,105
199,0,124,107
196,0,121,105
195,0,118,104
192,0,115,102
191,0,114,101
194,0,114,102
157,0,78,78
157,0,78,78
159,0,79,79
147,0,69,72
147,0,73,73
149,0,73,74
147,0,71,72
150,0,71,73
148,0,81,76
148,0,80,76
174,0,68,80
177,0,68,81
177,0,72,83
188,0,112,100
189,0,112,100
193,0,110,101
191,0,107,99
192,0,108,100
192,0,108,100
191,0,105,98
194,0,84,92
197,0,83,93
195,0,84,93
197,0,121,106
193,0,114,102
195,0,114,103
202,0,121,107
195,0,114,103
190,0,109,99
192,0,111,101
204,0,81,95
219,0,81,100
219,0,81,100
219,0,138,119
216,0,138,118
216,0,138,118
215,0,137,117
215,0,131,115
215,0,136,117
217,0,122,113
148,0,80,76
152,0,82,78
154,0,82,78
133,0,64,65
137,0,67,68
138,0,67,68
150,0,67,72
151,0,67,72
151,0,67,72
158,0,67,75
140,0,67,69
137,0,65,67
140,0,69,69
136,0,66,67
138,0,67,68
137,0,66,67
138,0,66,68
141,0,67,69
136,0,68,68
139,0,68,69
139,0,65,68
138,0,67,68
141,0,68,69
142,0,69,70
133,0,65,66
139,0,68,69
138,0,67,68
136,0,64,66
136,0,63,66
136,0,67,67
133,0,66,66
136,0,66,67
137,0,70,69
131,0,64,65
129,0,63,64
138,0,69,69
137,0,65,67
135,0,63,66
136,0,64,66
135,0,63,66
135,0,64,66
137,0,64,67
138,0,69,69
136,0,64,66
136,0,67,67
134,0,65,66
136,0,65,67
136,0,65,67
137,0,66,67
